4,iterative,46200
4,recursive,31300
4,iterative,15500
4,recursive,17900
10,iterative,10200
10,recursive,13400
7,iterative,8900
7,recursive,5400
13,iterative,8300
13,recursive,6300
8,iterative,3800
8,recursive,2500
